company_name,website,description,icp_fit,fit_reasoning,employee_count,type
Salford Leisure Operators 3,https://www.salfordleisureoperators3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 91 employees. High alignment to target ICP for hotel operators and RE.,303,hotel_operator
Salford Leisure Operators 4,https://www.salfordleisureoperators4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 88 employees. High alignment to target ICP for hotel operators and RE.,402,hotel_operator
Salford Premier Hotels 3,https://www.salfordpremierhotels3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 349 employees. High alignment to target ICP for hotel operators and RE.,265,hospitality_re
Salford Premier Hotels 4,https://www.salfordpremierhotels4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 442 employees. High alignment to target ICP for hotel operators and RE.,579,hospitality_re
Salford Premier Hotels 5,https://www.salfordpremierhotels5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 470 employees. High alignment to target ICP for hotel operators and RE.,392,hospitality_re
Salford Property Holdings 2,https://www.salfordpropertyholdings2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 265 employees. High alignment to target ICP for hotel operators and RE.,77,hotel_operator
Salford Property Holdings 4,https://www.salfordpropertyholdings4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 129 employees. High alignment to target ICP for hotel operators and RE.,178,hospitality_re
Salford Property Holdings 5,https://www.salfordpropertyholdings5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 135 employees. High alignment to target ICP for hotel operators and RE.,1121,hotel_operator
Salford RE Partners 1,https://www.salfordrepartners1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 362 employees. High alignment to target ICP for hotel operators and RE.,169,hospitality_re
Salford RE Partners 3,https://www.salfordrepartners3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 53 employees. High alignment to target ICP for hotel operators and RE.,1038,hospitality_re
Stockport Boutique Stays 1,https://www.stockportboutiquestays1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 485 employees. High alignment to target ICP for hotel operators and RE.,589,hospitality_re
Stockport Boutique Stays 2,https://www.stockportboutiquestays2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 188 employees. High alignment to target ICP for hotel operators and RE.,1171,hospitality_re
Stockport Boutique Stays 3,https://www.stockportboutiquestays3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 359 employees. High alignment to target ICP for hotel operators and RE.,202,hotel_operator
Stockport Boutique Stays 4,https://www.stockportboutiquestays4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 428 employees. High alignment to target ICP for hotel operators and RE.,1121,hotel_operator
Stockport Boutique Stays 5,https://www.stockportboutiquestays5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 277 employees. High alignment to target ICP for hotel operators and RE.,871,hospitality_re
Stockport Corporate Housing 1,https://www.stockportcorporatehousing1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 343 employees. High alignment to target ICP for hotel operators and RE.,999,hotel_operator
Stockport Corporate Housing 4,https://www.stockportcorporatehousing4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 97 employees. High alignment to target ICP for hotel operators and RE.,887,hospitality_re
Stockport Event Venues 4,https://www.stockporteventvenues4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 80 employees. High alignment to target ICP for hotel operators and RE.,223,hotel_operator
Stockport Event Venues 5,https://www.stockporteventvenues5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 348 employees. High alignment to target ICP for hotel operators and RE.,1003,hotel_operator
Stockport Hospitality Ltd 1,https://www.stockporthospitalityltd1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 205 employees. High alignment to target ICP for hotel operators and RE.,102,hotel_operator
Stockport Hospitality Ltd 2,https://www.stockporthospitalityltd2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 140 employees. High alignment to target ICP for hotel operators and RE.,85,hospitality_re
Stockport Hospitality Ltd 3,https://www.stockporthospitalityltd3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 347 employees. High alignment to target ICP for hotel operators and RE.,1017,hospitality_re
Stockport Hospitality Ltd 4,https://www.stockporthospitalityltd4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 377 employees. High alignment to target ICP for hotel operators and RE.,685,hospitality_re
Stockport Hospitality Ltd 5,https://www.stockporthospitalityltd5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 406 employees. High alignment to target ICP for hotel operators and RE.,815,hotel_operator
Stockport Hotel Group 1,https://www.stockporthotelgroup1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 122 employees. High alignment to target ICP for hotel operators and RE.,484,hospitality_re
Stockport Hotel Group 2,https://www.stockporthotelgroup2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 493 employees. High alignment to target ICP for hotel operators and RE.,699,hospitality_re
Stockport Hotel Group 4,https://www.stockporthotelgroup4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 401 employees. High alignment to target ICP for hotel operators and RE.,423,hospitality_re
Stockport Inn Collection 1,https://www.stockportinncollection1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 284 employees. High alignment to target ICP for hotel operators and RE.,546,hotel_operator
Stockport Inn Collection 3,https://www.stockportinncollection3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 341 employees. High alignment to target ICP for hotel operators and RE.,142,hospitality_re
Stockport Inn Collection 5,https://www.stockportinncollection5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 102 employees. High alignment to target ICP for hotel operators and RE.,1170,hotel_operator
Stockport Leisure Operators 1,https://www.stockportleisureoperators1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 255 employees. High alignment to target ICP for hotel operators and RE.,482,hotel_operator
Stockport Leisure Operators 2,https://www.stockportleisureoperators2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 487 employees. High alignment to target ICP for hotel operators and RE.,946,hotel_operator
Stockport Leisure Operators 4,https://www.stockportleisureoperators4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 185 employees. High alignment to target ICP for hotel operators and RE.,425,hospitality_re
Stockport Leisure Operators 5,https://www.stockportleisureoperators5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 393 employees. High alignment to target ICP for hotel operators and RE.,260,hospitality_re
Stockport Premier Hotels 1,https://www.stockportpremierhotels1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 215 employees. High alignment to target ICP for hotel operators and RE.,548,hospitality_re
Stockport Premier Hotels 2,https://www.stockportpremierhotels2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 142 employees. High alignment to target ICP for hotel operators and RE.,75,hotel_operator
Stockport Premier Hotels 5,https://www.stockportpremierhotels5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 480 employees. High alignment to target ICP for hotel operators and RE.,783,hospitality_re
Stockport Property Holdings 3,https://www.stockportpropertyholdings3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 455 employees. High alignment to target ICP for hotel operators and RE.,312,hotel_operator
Stockport Property Holdings 4,https://www.stockportpropertyholdings4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 148 employees. High alignment to target ICP for hotel operators and RE.,260,hotel_operator
Stockport Property Holdings 5,https://www.stockportpropertyholdings5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 294 employees. High alignment to target ICP for hotel operators and RE.,333,hospitality_re
Stockport RE Partners 2,https://www.stockportrepartners2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 63 employees. High alignment to target ICP for hotel operators and RE.,566,hotel_operator
Stockport RE Partners 5,https://www.stockportrepartners5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 396 employees. High alignment to target ICP for hotel operators and RE.,1127,hospitality_re
Trafford Boutique Stays 1,https://www.traffordboutiquestays1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 347 employees. High alignment to target ICP for hotel operators and RE.,20,hotel_operator
Trafford Corporate Housing 2,https://www.traffordcorporatehousing2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 455 employees. High alignment to target ICP for hotel operators and RE.,304,hotel_operator
Trafford Corporate Housing 3,https://www.traffordcorporatehousing3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 439 employees. High alignment to target ICP for hotel operators and RE.,613,hotel_operator
Trafford Event Venues 3,https://www.traffordeventvenues3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 171 employees. High alignment to target ICP for hotel operators and RE.,571,hospitality_re
Trafford Event Venues 5,https://www.traffordeventvenues5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 71 employees. High alignment to target ICP for hotel operators and RE.,651,hospitality_re
Trafford Hospitality Ltd 1,https://www.traffordhospitalityltd1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 277 employees. High alignment to target ICP for hotel operators and RE.,757,hospitality_re
Trafford Hospitality Ltd 3,https://www.traffordhospitalityltd3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 149 employees. High alignment to target ICP for hotel operators and RE.,1098,hotel_operator
Trafford Hotel Group 2,https://www.traffordhotelgroup2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 61 employees. High alignment to target ICP for hotel operators and RE.,400,hotel_operator
Trafford Hotel Group 3,https://www.traffordhotelgroup3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 89 employees. High alignment to target ICP for hotel operators and RE.,1072,hotel_operator
Trafford Hotel Group 4,https://www.traffordhotelgroup4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 149 employees. High alignment to target ICP for hotel operators and RE.,762,hospitality_re
Trafford Inn Collection 1,https://www.traffordinncollection1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 479 employees. High alignment to target ICP for hotel operators and RE.,706,hotel_operator
Trafford Inn Collection 3,https://www.traffordinncollection3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 338 employees. High alignment to target ICP for hotel operators and RE.,473,hotel_operator
Trafford Inn Collection 4,https://www.traffordinncollection4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 192 employees. High alignment to target ICP for hotel operators and RE.,883,hospitality_re
Trafford Leisure Operators 2,https://www.traffordleisureoperators2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 351 employees. High alignment to target ICP for hotel operators and RE.,646,hotel_operator
Trafford Leisure Operators 3,https://www.traffordleisureoperators3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 355 employees. High alignment to target ICP for hotel operators and RE.,642,hospitality_re
Trafford Premier Hotels 1,https://www.traffordpremierhotels1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 353 employees. High alignment to target ICP for hotel operators and RE.,1016,hospitality_re
Trafford Premier Hotels 2,https://www.traffordpremierhotels2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 105 employees. High alignment to target ICP for hotel operators and RE.,803,hotel_operator
Trafford Premier Hotels 3,https://www.traffordpremierhotels3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 169 employees. High alignment to target ICP for hotel operators and RE.,172,hotel_operator
Trafford Premier Hotels 4,https://www.traffordpremierhotels4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 466 employees. High alignment to target ICP for hotel operators and RE.,1146,hotel_operator
Trafford Premier Hotels 5,https://www.traffordpremierhotels5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 444 employees. High alignment to target ICP for hotel operators and RE.,1024,hospitality_re
Trafford Property Holdings 2,https://www.traffordpropertyholdings2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 283 employees. High alignment to target ICP for hotel operators and RE.,576,hospitality_re
Trafford Property Holdings 3,https://www.traffordpropertyholdings3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 191 employees. High alignment to target ICP for hotel operators and RE.,146,hospitality_re
Trafford RE Partners 2,https://www.traffordrepartners2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 151 employees. High alignment to target ICP for hotel operators and RE.,375,hotel_operator
Trafford RE Partners 3,https://www.traffordrepartners3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 447 employees. High alignment to target ICP for hotel operators and RE.,1182,hotel_operator
Trafford RE Partners 4,https://www.traffordrepartners4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 373 employees. High alignment to target ICP for hotel operators and RE.,640,hospitality_re
Wigan Boutique Stays 1,https://www.wiganboutiquestays1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 147 employees. High alignment to target ICP for hotel operators and RE.,565,hospitality_re
Wigan Boutique Stays 2,https://www.wiganboutiquestays2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 404 employees. High alignment to target ICP for hotel operators and RE.,852,hotel_operator
Wigan Boutique Stays 5,https://www.wiganboutiquestays5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 345 employees. High alignment to target ICP for hotel operators and RE.,282,hospitality_re
Wigan Corporate Housing 1,https://www.wigancorporatehousing1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 255 employees. High alignment to target ICP for hotel operators and RE.,228,hotel_operator
Wigan Corporate Housing 2,https://www.wigancorporatehousing2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 343 employees. High alignment to target ICP for hotel operators and RE.,1002,hospitality_re
Wigan Corporate Housing 3,https://www.wigancorporatehousing3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 377 employees. High alignment to target ICP for hotel operators and RE.,392,hotel_operator
Wigan Corporate Housing 5,https://www.wigancorporatehousing5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 273 employees. High alignment to target ICP for hotel operators and RE.,182,hospitality_re
Wigan Event Venues 2,https://www.wiganeventvenues2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 180 employees. High alignment to target ICP for hotel operators and RE.,961,hospitality_re
Wigan Event Venues 3,https://www.wiganeventvenues3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 158 employees. High alignment to target ICP for hotel operators and RE.,399,hotel_operator
Wigan Event Venues 5,https://www.wiganeventvenues5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 344 employees. High alignment to target ICP for hotel operators and RE.,515,hotel_operator
Wigan Hospitality Ltd 1,https://www.wiganhospitalityltd1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 83 employees. High alignment to target ICP for hotel operators and RE.,278,hospitality_re
Wigan Hospitality Ltd 2,https://www.wiganhospitalityltd2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 220 employees. High alignment to target ICP for hotel operators and RE.,798,hospitality_re
Wigan Hospitality Ltd 3,https://www.wiganhospitalityltd3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 445 employees. High alignment to target ICP for hotel operators and RE.,847,hotel_operator
Wigan Hospitality Ltd 5,https://www.wiganhospitalityltd5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 253 employees. High alignment to target ICP for hotel operators and RE.,663,hospitality_re
Wigan Hotel Group 3,https://www.wiganhotelgroup3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 486 employees. High alignment to target ICP for hotel operators and RE.,878,hotel_operator
Wigan Inn Collection 5,https://www.wiganinncollection5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 475 employees. High alignment to target ICP for hotel operators and RE.,1091,hotel_operator
Wigan Leisure Operators 2,https://www.wiganleisureoperators2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 153 employees. High alignment to target ICP for hotel operators and RE.,27,hospitality_re
Wigan Leisure Operators 3,https://www.wiganleisureoperators3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 412 employees. High alignment to target ICP for hotel operators and RE.,91,hospitality_re
Wigan Leisure Operators 4,https://www.wiganleisureoperators4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 69 employees. High alignment to target ICP for hotel operators and RE.,643,hospitality_re
Wigan Leisure Operators 5,https://www.wiganleisureoperators5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 137 employees. High alignment to target ICP for hotel operators and RE.,552,hotel_operator
Wigan Premier Hotels 2,https://www.wiganpremierhotels2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 421 employees. High alignment to target ICP for hotel operators and RE.,140,hotel_operator
Wigan Property Holdings 1,https://www.wiganpropertyholdings1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 269 employees. High alignment to target ICP for hotel operators and RE.,875,hotel_operator
Wigan Property Holdings 3,https://www.wiganpropertyholdings3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 187 employees. High alignment to target ICP for hotel operators and RE.,394,hotel_operator
Wigan Property Holdings 4,https://www.wiganpropertyholdings4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 364 employees. High alignment to target ICP for hotel operators and RE.,910,hospitality_re
Wigan RE Partners 1,https://www.wiganrepartners1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 271 employees. High alignment to target ICP for hotel operators and RE.,310,hospitality_re
Wigan RE Partners 2,https://www.wiganrepartners2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 259 employees. High alignment to target ICP for hotel operators and RE.,50,hospitality_re
Wigan RE Partners 5,https://www.wiganrepartners5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 297 employees. High alignment to target ICP for hotel operators and RE.,616,hotel_operator
Bolton Boutique Stays 5,https://www.boltonboutiquestays5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 138 employees. Medium alignment to target ICP for hotel operators and RE.,584,hospitality_re
Bolton Hospitality Ltd 2,https://www.boltonhospitalityltd2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 83 employees. Medium alignment to target ICP for hotel operators and RE.,740,hospitality_re
Bolton Hospitality Ltd 3,https://www.boltonhospitalityltd3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 484 employees. Medium alignment to target ICP for hotel operators and RE.,275,hospitality_re
Bolton Hospitality Ltd 4,https://www.boltonhospitalityltd4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 466 employees. Medium alignment to target ICP for hotel operators and RE.,538,hospitality_re
Bolton Hotel Group 3,https://www.boltonhotelgroup3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 326 employees. Medium alignment to target ICP for hotel operators and RE.,1176,hotel_operator
Bolton Hotel Group 4,https://www.boltonhotelgroup4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 451 employees. Medium alignment to target ICP for hotel operators and RE.,1105,hospitality_re
Bolton Leisure Operators 4,https://www.boltonleisureoperators4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 109 employees. Medium alignment to target ICP for hotel operators and RE.,189,hotel_operator
Bolton Premier Hotels 3,https://www.boltonpremierhotels3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 288 employees. Medium alignment to target ICP for hotel operators and RE.,638,hospitality_re
